anchor_id,smiles,mw,clogp
ANCHOR_009949,CC(C)C(=O)N(C)c1ccccc1C(=O)O,221.256,2.0036
ANCHOR_009950,CC(C)C(=O)N1C=Cc2ccccc2[C@@H]1C#N,226.279,2.7202
ANCHOR_009951,CC(C)C(=O)N1CC(C)(C)NCC1(C)C,212.337,1.6314
ANCHOR_009952,CC(C)C(=O)N1CCC(C)(C(=O)O)CC1,213.277,1.3557
ANCHOR_009953,CC(C)C(=O)N1CCC(NC(=O)[C@@H](C)N)CC1,241.335,0.0968
ANCHOR_009954,CC(C)C(=O)N1CCC(c2ccn[nH]2)CC1,221.304,1.7717
ANCHOR_009955,CC(C)C(=O)N1CCC2(CCNCC2)C1,210.321,1.2445
ANCHOR_009956,CC(C)C(=O)N1CCCCCCC1,183.295,2.4351
ANCHOR_009957,CC(C)C(=O)N1CCCC[C@@H]1CC(=O)O,213.277,1.4982
ANCHOR_009958,CC(C)C(=O)N1CCCC[C@@H]1CO,185.267,1.0158
ANCHOR_009959,CC(C)C(=O)N1CCCC[C@H]1c1cc[nH]n1,221.304,2.1193
ANCHOR_009960,CC(C)C(=O)N1CCCC[C@H]1c1ncc[nH]1,221.304,2.1193
ANCHOR_009961,CC(C)C(=O)N1CCCN(C(=O)C(C)C)CC1,240.347,1.3593
ANCHOR_009962,CC(C)C(=O)N1CCCN(CCN)CC1,213.325,0.1354
ANCHOR_009963,CC(C)C(=O)N1CCCNC(C)(C)C1,198.31,1.2429
ANCHOR_009964,CC(C)C(=O)N1CCCNC[C@@H]1C,184.283,0.8528
ANCHOR_009965,CC(C)C(=O)N1CCCNC[C@H]1C,184.283,0.8528
ANCHOR_009966,CC(C)C(=O)N1CCCNC[C@H]1C(C)C,212.337,1.4889
ANCHOR_009967,CC(C)C(=O)N1CCCN[C@@H](C)C1,184.283,0.8528
ANCHOR_009968,CC(C)C(=O)N1CCC[C@@H]([C@@H]2CCCN2)C1,224.348,1.633
ANCHOR_009969,CC(C)C(=O)N1CCC[C@@H]1[C@@H]1CCCNC1,224.348,1.633
ANCHOR_009970,CC(C)C(=O)N1CCC[C@@H]1c1cc(CO)n[nH]1,237.303,1.2215
ANCHOR_009971,CC(C)C(=O)N1CCC[C@H](C(=O)N2CCC2)C1,238.331,1.1133
ANCHOR_009972,CC(C)C(=O)N1CCC[C@H](N2CCNC2=O)C1,239.319,0.6586
ANCHOR_009973,CC(C)C(=O)N1CCC[C@H](c2cnccn2)C1,233.315,1.8386
ANCHOR_009974,CC(C)C(=O)N1CCC[C@H]1c1ccn[nH]1,207.277,1.7292
ANCHOR_009975,CC(C)C(=O)N1CCCc2cc(N)ccc21,218.3,2.204
ANCHOR_009976,CC(C)C(=O)N1CCN(C(=O)C(C)(C)C)CC1,240.347,1.3593
ANCHOR_009977,CC(C)C(=O)N1CCN(C(=O)CCN)CC1,227.308,-0.338
ANCHOR_009978,CC(C)C(=O)N1CCN(CCN)CC1,199.298,-0.2547
ANCHOR_009979,CC(C)C(=O)N1CCN(C[C@@H](C)C#N)CC1,223.32,0.9463
ANCHOR_009980,CC(C)C(=O)N1CCN(C[C@H](C)C#N)CC1,223.32,0.9463
ANCHOR_009981,CC(C)C(=O)N1CCN(Cc2ccccc2)CC1,246.354,1.9868
ANCHOR_009982,CC(C)C(=O)N1CCN(c2ccccc2O)CC1,248.326,1.6968
ANCHOR_009983,CC(C)C(=O)N1CCNCC[C@@H]1C,184.283,0.8528
ANCHOR_009984,CC(C)C(=O)N1CCNC[C@@H]1Cc1ccccc1,246.354,1.6855
ANCHOR_009985,CC(C)C(=O)N1CCNC[C@@]2(CNC(=O)C2)C1,239.319,-0.4195
ANCHOR_009986,CC(C)C(=O)N1CCO[C@@H](C(=O)O)C1,201.222,-0.0456
ANCHOR_009987,CC(C)C(=O)N1CCO[C@@](C)(c2ccccc2)C1,247.338,2.4166
ANCHOR_009988,CC(C)C(=O)N1CCO[C@]2(CCCNC2)C1,226.32,0.6234
ANCHOR_009989,CC(C)C(=O)N1CCOc2c(N)cccc21,220.272,1.6502
ANCHOR_009990,CC(C)C(=O)N1CCOc2cc(CN)ccc21,234.299,1.5267
ANCHOR_009991,CC(C)C(=O)N1CCOc2ccc(CCN)cc21,248.326,1.5692
ANCHOR_009992,CC(C)C(=O)N1CCOc2ccc(F)cc21,223.247,2.2071
ANCHOR_009993,CC(C)C(=O)N1CCSc2ccc(N)cc21,236.34,2.3635
ANCHOR_009994,CC(C)C(=O)N1CC[C@@H](C(N)=O)c2ccccc21,246.31,1.6482
ANCHOR_009995,CC(C)C(=O)N1CC[C@@H](c2ccccc2)C1,217.312,2.6585
ANCHOR_009996,CC(C)C(=O)N1CC[C@@H](c2ccn[nH]2)C1,207.277,1.3816
ANCHOR_009997,CC(C)C(=O)N1CC[C@@]12CCCNC2,196.294,0.9969
ANCHOR_009998,CC(C)C(=O)N1CC[C@@]2(CCNC2)C1,196.294,0.8544
ANCHOR_009999,CC(C)C(=O)N1CC[C@H](Cc2nccn2C)C1,235.331,1.4671
ANCHOR_010000,CC(C)C(=O)N1CC[C@H](c2cc[nH]n2)C1,207.277,1.3816
ANCHOR_010001,CC(C)C(=O)N1CC[C@H]2CNC[C@@H]21,182.267,0.4627
ANCHOR_010002,CC(C)C(=O)N1CC[C@]2(CCNC2)C1,196.294,0.8544
ANCHOR_010003,CC(C)C(=O)N1CCc2c(N)cccc21,204.273,1.8139
ANCHOR_010004,CC(C)C(=O)N1CCc2cc(CCN)ccc21,232.327,1.7329
ANCHOR_010005,CC(C)C(=O)N1CCc2cc(Cl)cc(N)c21,238.718,2.4673
ANCHOR_010006,CC(C)C(=O)N1CCc2cc(F)ccc2C1,221.275,2.3664
ANCHOR_010007,CC(C)C(=O)N1CCc2cc([C@H](O)CN)ccc21,248.326,1.2238
ANCHOR_010008,CC(C)C(=O)N1CCc2cc3ccccc3nc21,240.306,2.7799
ANCHOR_010009,CC(C)C(=O)N1CCc2ccc([C@@H](C)O)cc2C1,247.338,2.2806
ANCHOR_010010,CC(C)C(=O)N1CCc2ccc([C@H](C)O)cc2C1,247.338,2.2806
ANCHOR_010011,CC(C)C(=O)N1CCc2cccc3c2[C@H]1CC3=O,243.306,2.3548
ANCHOR_010012,CC(C)C(=O)N1C[C@@H](C)C[C@H](C)C1,183.295,2.1469
ANCHOR_010013,CC(C)C(=O)N1C[C@@H](C)NC[C@H]1C(C)C,212.337,1.4873
ANCHOR_010014,CC(C)C(=O)N1C[C@@H](C)O[C@@H](C)C1,185.267,1.2782
ANCHOR_010015,CC(C)C(=O)N1C[C@@H](C)O[C@H](C)C1,185.267,1.2782
ANCHOR_010016,CC(C)C(=O)N1C[C@@H](CN)OCC1(C)C,214.309,0.6071
ANCHOR_010017,CC(C)C(=O)N1C[C@@H]2CCN[C@@H]2C1,182.267,0.4627
ANCHOR_010018,CC(C)C(=O)N1C[C@H](C)NC[C@H]1C,184.283,0.8512
ANCHOR_010019,CC(C)C(=O)N1C[C@H](C)O[C@@H](C)C1,185.267,1.2782
ANCHOR_010020,CC(C)C(=O)N1C[C@H](CN)OCC1(C)C,214.309,0.6071
ANCHOR_010021,CC(C)C(=O)N1C[C@H]2CC[C@@H](N)C[C@H]2C1,210.321,1.2282
ANCHOR_010022,CC(C)C(=O)N1C[C@H]2CC[C@H](N)C[C@H]2C1,210.321,1.2282
ANCHOR_010023,CC(C)C(=O)N1[C@@H](C(=O)O)C[C@@H]2CCCC[C@H]21,239.315,1.8867
ANCHOR_010024,CC(C)C(=O)N1[C@@H](C(=O)O)C[C@H]2CCCC[C@@H]21,239.315,1.8867
ANCHOR_010025,CC(C)C(=O)N1[C@H](C)CCC[C@@H]1C,183.295,2.4319
ANCHOR_010026,CC(C)C(=O)N1c2ccc(CCN)cc2C[C@@H]1C,246.354,2.1214
ANCHOR_010027,CC(C)C(=O)NC(C)(C)C1N=c2ccccc2=N1,245.326,0.8163
ANCHOR_010028,CC(C)C(=O)NC1CC(N)C1,156.229,0.2483
ANCHOR_010029,CC(C)C(=O)NC1CCN(C(=O)CN)CC1,227.308,-0.2917
ANCHOR_010030,CC(C)C(=O)NC1[C@H]2CNC[C@@H]12,168.24,-0.0236
ANCHOR_010031,CC(C)C(=O)NCC#CCN1CCCC1,208.305,0.8578
ANCHOR_010032,CC(C)C(=O)NCC#Cc1ccc(N(C)C)cc1,244.338,1.8763
ANCHOR_010033,CC(C)C(=O)NCC#Cc1cccc(Cl)c1,235.714,2.4637
ANCHOR_010034,CC(C)C(=O)NCC1(O)CCCC1,185.267,1.0637
ANCHOR_010035,CC(C)C(=O)NCCO,131.175,-0.2491
ANCHOR_010036,CC(C)C(=O)NC[C@@H]1CCC[C@@H](C)N1,198.31,1.2892
ANCHOR_010037,CC(C)C(=O)NC[C@@H]1COc2ccccc2O1,235.283,1.5986
ANCHOR_010038,CC(C)C(=O)NC[C@H]1CCCN1,170.256,0.5106
ANCHOR_010039,CC(C)C(=O)NC[C@H]1CN2CCN1CC2,211.309,-0.2416
ANCHOR_010040,CC(C)C(=O)NC[C@H]1COC2(CCCCC2)O1,241.331,1.8344
ANCHOR_010041,CC(C)C(=O)NCc1cc2ccccn2n1,217.272,1.6065
ANCHOR_010042,CC(C)C(=O)NCc1ccc(C(F)(F)F)cc1,245.244,2.9776
ANCHOR_010043,CC(C)C(=O)NCc1cccc(N)c1,192.262,1.541
ANCHOR_010044,CC(C)C(=O)NCc1ccccc1,177.247,1.9588
ANCHOR_010045,CC(C)C(=O)NCc1ccncc1,178.235,1.3538
ANCHOR_010046,CC(C)C(=O)NCc1nn(C)c2c1CCCC2,235.331,1.5711
ANCHOR_010047,CC(C)C(=O)N[C@@H](C#N)c1cccc(Cl)c1,236.702,2.6769
ANCHOR_010048,CC(C)C(=O)N[C@@H](C#N)c1ccccn1,203.245,1.4185
ANCHOR_010049,CC(C)C(=O)N[C@@H](C#N)c1ccco1,192.218,1.6165
ANCHOR_010050,CC(C)C(=O)N[C@@H](C#N)c1ccncc1,203.245,1.4185
ANCHOR_010051,CC(C)C(=O)N[C@@H](C(=O)O)C(C)(C)C,201.266,1.2579
ANCHOR_010052,CC(C)C(=O)N[C@@H]1CCCN(CC(C)(C)C)C1,240.391,2.2691
ANCHOR_010053,CC(C)C(=O)N[C@@H]1CCCc2occc21,207.273,2.4292
ANCHOR_010054,CC(C)C(=O)N[C@@H]1CCNC1,156.229,0.1205
ANCHOR_010055,CC(C)C(=O)N[C@@H]1CCOc2ccccc21,219.284,2.2824
ANCHOR_010056,CC(C)C(=O)N[C@@H]1CCSc2ccccc21,235.352,2.9957
ANCHOR_010057,CC(C)C(=O)N[C@@H]1C[C@H]1N,142.202,-0.1418
ANCHOR_010058,CC(C)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,219.284,1.4169
ANCHOR_010059,CC(C)C(=O)N[C@H](C#N)C1CCCCC1,208.305,2.2311
ANCHOR_010060,CC(C)C(=O)N[C@H](C#N)c1ccc(F)cc1,220.247,2.1626
ANCHOR_010061,CC(C)C(=O)N[C@H](C#N)c1cccc(Cl)c1,236.702,2.6769
ANCHOR_010062,CC(C)C(=O)N[C@H](C)C(=O)N1CCNCC1,227.308,-0.4211
ANCHOR_010063,CC(C)C(=O)N[C@H](C)[C@@H]1CCCNC1,198.31,1.1467
ANCHOR_010064,CC(C)C(=O)N[C@H](C)c1ccc(N)cc1,206.289,2.102
ANCHOR_010065,CC(C)C(=O)N[C@H](C)c1ccco1,181.235,2.1128
ANCHOR_010066,CC(C)C(=O)N[C@H](C)c1nc2ccccc2o1,232.283,2.661
ANCHOR_010067,CC(C)C(=O)N[C@H]1CCCc2cn(C(C)C)nc21,249.358,2.6136
ANCHOR_010068,CC(C)C(=O)N[C@H]1CCc2c(F)cccc21,221.275,2.5852
ANCHOR_010069,CC(C)C(=O)N[C@H]1CCc2ccccc21,203.285,2.4461
ANCHOR_010070,CC(C)C(=O)N[C@H]1CNc2ccccc2C1,218.3,1.7954
ANCHOR_010071,CC(C)C(=O)N[C@H]1C[C@@H](CO)[C@H](O)C1,201.266,-0.1096
ANCHOR_010072,CC(C)C(=O)N[C@H]1C[C@H]1N,142.202,-0.1418
ANCHOR_010073,CC(C)C(=O)N[C@H]1C[C@H]2CC[C@@H]1C2,181.279,1.9472
ANCHOR_010074,CC(C)C(=O)N[C@]1(C(=O)O)CCCC[C@H]1C,227.304,1.7921
ANCHOR_010075,CC(C)C(=O)Nc1c(N)cccc1Cl,212.68,2.5167
ANCHOR_010076,CC(C)C(=O)Nc1cc(C(=O)O)c(F)cc1F,243.209,2.2575
ANCHOR_010077,CC(C)C(=O)Nc1cc(Cl)ccn1,198.653,2.3295
ANCHOR_010078,CC(C)C(=O)Nc1cc2c(cc1N)CCCC2,232.327,2.7421
ANCHOR_010079,CC(C)C(=O)Nc1ccc(C#N)c(Cl)c1,222.675,2.8062
ANCHOR_010080,CC(C)C(=O)Nc1ccc(CN)cc1O,208.261,1.4454
ANCHOR_010081,CC(C)C(=O)Nc1ccc(CN)cn1,193.25,1.1348
ANCHOR_010082,CC(C)C(=O)Nc1ccc(F)c(C#N)c1,206.22,2.2919
ANCHOR_010083,CC(C)C(=O)Nc1ccc(F)cc1,181.21,2.4202
ANCHOR_010084,CC(C)C(=O)Nc1ccc(F)cc1N,196.225,2.0024
ANCHOR_010085,CC(C)C(=O)Nc1ccc(O)cc1C(=O)O,223.228,1.6849
ANCHOR_010086,CC(C)C(=O)Nc1ccc2[nH]c(CO)nc2c1,233.271,1.6497
ANCHOR_010087,CC(C)C(=O)Nc1ccc2c(c1)CC(=O)N2C,232.283,1.8
ANCHOR_010088,CC(C)C(=O)Nc1ccc2c(c1)COC2,205.257,2.3113
ANCHOR_010089,CC(C)C(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)O2,248.282,2.0005
ANCHOR_010090,CC(C)C(=O)Nc1ccc2occc(=O)c2c1,231.251,2.3875
ANCHOR_010091,CC(C)C(=O)Nc1cccc(Br)n1,243.104,2.4386
ANCHOR_010092,CC(C)C(=O)Nc1cccc(C(=O)N(C)C)c1,234.299,1.9829
ANCHOR_010093,CC(C)C(=O)Nc1cccc(C2=NCCCN2)c1,245.326,2.021
ANCHOR_010094,CC(C)C(=O)Nc1cccc(F)c1CN,210.252,1.8789
ANCHOR_010095,CC(C)C(=O)Nc1cccc(N2CCOC2=O)c1,248.282,2.2377
ANCHOR_010096,CC(C)C(=O)Nc1cccc(S(C)(=O)=O)c1,241.312,1.6846
ANCHOR_010097,CC(C)C(=O)Nc1ccccc1C#CCO,217.268,1.6249
ANCHOR_010098,CC(C)C(=O)Nc1ccccc1C1=NCCN1,231.299,1.6309
ANCHOR_010099,CC(C)C(=O)Nc1ccccc1[C@H](C)N,206.289,2.3008
ANCHOR_010100,CC(C)C(=O)Nc1cccnc1,164.208,1.6761
ANCHOR_010101,CC(C)C(=O)Nc1cccnc1N(C)C,207.277,1.7421
ANCHOR_010102,CC(C)C(=O)Nc1ccncc1N,179.223,1.2583
ANCHOR_010103,CC(C)C(=O)Nc1n[nH]c(-c2ccccc2)n1,230.271,2.0662
ANCHOR_010104,CC(C)C(=O)Nc1n[nH]c(C(C)C)n1,196.254,1.5226
ANCHOR_010105,CC(C)C(=O)Nc1nc(C(C)C)n[nH]1,196.254,1.5226
ANCHOR_010106,CC(C)C(=O)Nc1nc(C(F)(F)F)cs1,238.234,2.7564
ANCHOR_010107,CC(C)C(=O)Nc1nc(C2CC2)cs1,210.302,2.615
ANCHOR_010108,CC(C)C(=O)Nc1nc2c(s1)C[C@@H](C)CC2,238.356,2.8624
ANCHOR_010109,CC(C)C(=O)Nc1nc2ccccc2s1,220.297,2.8908
ANCHOR_010110,CC(C)C(=O)Nc1ncc(Cl)s1,204.682,2.391
ANCHOR_010111,CC(C)C(=O)Nc1ncccc1CN,193.25,1.1348
ANCHOR_010112,CC(C)C(=O)OC1CCCCC1,170.252,2.5183
ANCHOR_010113,CC(C)C(=O)OC[C@@H]1CCNC1,171.24,0.7951
ANCHOR_010114,CC(C)C(=O)O[C@@H]1CCCNC1,171.24,0.9376
ANCHOR_010115,CC(C)C(=O)O[C@@H]1CC[C@H]2CCC[C@@H]21,196.29,2.7643
ANCHOR_010116,CC(C)C(=O)O[C@H]1C[C@H]2C[C@@H]1C[C@@H]2O,198.262,1.345
ANCHOR_010117,CC(C)C(=O)Oc1cccc(N2CCCC2=O)c1,247.294,2.3748
ANCHOR_010118,CC(C)C(=O)Oc1ccccc1Cl,198.649,2.9014
ANCHOR_010119,CC(C)C(=O)[C@@H](C#N)c1ccccc1,187.242,2.5189
ANCHOR_010120,CC(C)C(=O)[C@@H](C#N)c1ccccc1F,205.232,2.658
ANCHOR_010121,CC(C)C(=O)[C@@H](O)C(C)C,144.214,1.2284
ANCHOR_010122,CC(C)C(=O)[C@@H](O)CO,132.159,-0.4353
ANCHOR_010123,CC(C)C(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C,241.331,2.611
ANCHOR_010124,CC(C)C(=O)[C@@H]1CCNC1,141.214,0.821
ANCHOR_010125,CC(C)C(=O)[C@@H]1CCOC1,142.198,1.248
ANCHOR_010126,CC(C)C(=O)[C@H]1CC=CC[C@@H]1C(=O)O,196.246,1.8785
ANCHOR_010127,CC(C)C(=O)[C@H]1CCNC1,141.214,0.821
ANCHOR_010128,CC(C)C(=O)c1[nH]nc2ccccc12,188.23,2.4016
ANCHOR_010129,CC(C)C(=O)c1cc(C#N)c(=O)[nH]c1C(C)C,232.283,2.2087
ANCHOR_010130,CC(C)C(=O)c1cc(C(=N)N)ccc1F,208.236,1.9485
ANCHOR_010131,CC(C)C(=O)c1cc(C(=O)O)n(C)c1,195.218,1.562
ANCHOR_010132,CC(C)C(=O)c1cc(F)cc(C#N)c1,191.205,2.5361
ANCHOR_010133,CC(C)C(=O)c1cc(F)cc(C(=O)O)c1,210.204,2.3626
ANCHOR_010134,CC(C)C(=O)c1cc(N(C)C)ccc1F,209.264,2.7304
ANCHOR_010135,CC(C)C(=O)c1cc2c(cc1Cl)OCCO2,240.686,2.9499
ANCHOR_010136,CC(C)C(=O)c1cc2c(cc1F)NC(=O)CC2,235.258,2.5491
ANCHOR_010137,CC(C)C(=O)c1ccc(C2OCCO2)cc1,220.268,2.5707
ANCHOR_010138,CC(C)C(=O)c1ccc(Cl)nc1,183.638,2.5737
ANCHOR_010139,CC(C)C(=O)c1ccc(F)c(C#N)c1,191.205,2.5361
ANCHOR_010140,CC(C)C(=O)c1ccc(F)c(C(=N)N)c1,208.236,1.9485
ANCHOR_010141,CC(C)C(=O)c1ccc(F)c(C(=O)O)c1,210.204,2.3626
ANCHOR_010142,CC(C)C(=O)c1ccc(N2CCOCC2)cc1,233.311,2.3619
ANCHOR_010143,CC(C)C(=O)c1ccc(O)c(Cl)c1,198.649,2.8843
ANCHOR_010144,CC(C)C(=O)c1ccc(O)c(F)c1,182.194,2.37
ANCHOR_010145,CC(C)C(=O)c1ccc([C@H](C)N)cc1,191.274,2.545
ANCHOR_010146,CC(C)C(=O)c1ccc2c(c1)CCCN2,203.285,2.8834
ANCHOR_010147,CC(C)C(=O)c1ccc2c(c1)CNCC2,203.285,2.171
ANCHOR_010148,CC(C)C(=O)c1cccc(C2OCCO2)c1,220.268,2.5707
ANCHOR_010149,CC(C)C(=O)c1cccc(F)c1O,182.194,2.37
ANCHOR_010150,CC(C)C(=O)c1ccccc1N(C)C,191.274,2.5913
ANCHOR_010151,CC(C)C(=O)c1ccco1,138.166,2.1183
ANCHOR_010152,CC(C)C(=O)c1ccn(C)c1,151.209,1.8638
ANCHOR_010153,CC(C)C(=O)c1ccncc1,149.193,1.9203
ANCHOR_010154,CC(C)C(=O)c1ccnn1-c1ccccc1,214.268,2.711
ANCHOR_010155,CC(C)C(=O)c1cnc(C(C)(C)C)nc1,206.289,2.6128
ANCHOR_010156,CC(C)C(=O)c1cncnc1,150.181,1.3153
ANCHOR_010157,CC(C)C(=O)c1n[nH]cc1-c1ccccc1,214.268,2.9154
ANCHOR_010158,CC(C)C(=O)c1nc2ccccc2o1,189.214,2.6665
ANCHOR_010159,CC(C)C(=O)c1nccn1C1CC1,178.235,2.0567
ANCHOR_010160,CC(C)C(=O)c1ncco1,139.154,1.5133
ANCHOR_010161,CC(C)C(C#N)(C(=O)O)C(C)C,169.224,1.893
ANCHOR_010162,CC(C)C(C(C)C)=[N+]1CCOCC1,184.303,1.7821
ANCHOR_010163,CC(C)C(C(C)C)N1CCNCC1,184.327,1.5722
ANCHOR_010164,CC(C)C(C)(C)CN1CCNCC1,184.327,1.5738
ANCHOR_010165,CC(C)C(C)(C)Cl,120.623,2.6598
ANCHOR_010166,CC(C)C(CN)C(C)C,129.247,1.8733
ANCHOR_010167,CC(C)C(O)(C#CCN1CCCC1)C(C)C,223.36,2.1287
ANCHOR_010168,CC(C)C/C=C/n1nnc2ccccc21,201.273,2.9481
ANCHOR_010169,CC(C)C1(C#N)[C@@H]2C=CC=C[C@@H]21,159.232,2.5244
ANCHOR_010170,CC(C)C1(C(=O)O)CCNCC1,171.24,1.0968
ANCHOR_010171,CC(C)C1(C(C)C)CC=CO1,154.253,2.9712
ANCHOR_010172,CC(C)C1(C(C)C)CCNC1,155.285,2.2781
ANCHOR_010173,CC(C)C1(C(C)C)CC[C@@H](O)O1,172.268,2.166
ANCHOR_010174,CC(C)C1(C)C(=O)CCC1=O,154.209,1.5807
ANCHOR_010175,CC(C)C1(C)CCNCC1,141.258,2.0321
ANCHOR_010176,CC(C)C1(C)O[C@H](C)[C@@H](C)O1,158.241,2.1824
ANCHOR_010177,CC(C)C1(CCO)OCCO1,160.213,0.7679
ANCHOR_010178,CC(C)C1(CN)CCC1,127.231,1.7714
ANCHOR_010179,CC(C)C1(CO)C=CC=CC=C1,164.248,2.3033
ANCHOR_010180,CC(C)C1(N)CCCCC1,141.258,2.304
ANCHOR_010181,CC(C)C1(N)CCCCCC1,155.285,2.6941
ANCHOR_010182,CC(C)C12CCC(=O)C3[C@@H]1[C@H]32,150.221,1.8675
ANCHOR_010183,CC(C)C12CN3CN(CC(C)(C3)C1=O)C2,208.305,0.8065
ANCHOR_010184,CC(C)C1=CC(=O)N[C@@H](c2ccccc2)C1,215.296,2.83
ANCHOR_010185,CC(C)C1=CC=C[C@@]2(C(C)C)N=C12,175.275,2.988
ANCHOR_010186,CC(C)C1=CC[C@H](C(=O)O)[C@H](C(=O)O)C1,212.245,1.7642
ANCHOR_010187,CC(C)C1=CC[C@H](C)C[C@@H]1O,154.253,2.3596
ANCHOR_010188,CC(C)C1=C[C@@H](O)[C@@H](CO)CC1,170.252,1.332
ANCHOR_010189,CC(C)C1=C[C@@H](O)[C@H](C)C=C1,152.237,2.1356
ANCHOR_010190,CC(C)C1=C[C@@H](O)[C@H](CO)CC1,170.252,1.332
ANCHOR_010191,CC(C)C1=C[C@H](c2ccccc2)NC(=O)C1,215.296,2.83
ANCHOR_010192,CC(C)C1=NC(=O)[C@@H](C#N)C2=C1COC(C)(C)C2,246.31,2.2589
ANCHOR_010193,CC(C)C1=NC=C[C@@H](OC2CC2)[C@H]1C#N,204.273,2.2981
ANCHOR_010194,CC(C)C1=NCC(N)=C1,124.187,0.9396
ANCHOR_010195,CC(C)C1=NCC[C@H]1C,125.215,2.1232
ANCHOR_010196,CC(C)C1=NN(c2nc3ccccc3[nH]2)C(=O)C1,242.282,2.3116
ANCHOR_010197,CC(C)C1=N[C@@H](C)C(=O)O1,141.17,0.9862
ANCHOR_010198,CC(C)C1=N[C@@H]2CCCN=C2N1C,179.267,1.5472
ANCHOR_010199,CC(C)C1=N[C@H](C2CCOCC2)C(=N)N1C,223.32,1.7588
ANCHOR_010200,CC(C)C1=N[C@H]2CCCN=C2N1C1CCCC1,233.359,2.86
ANCHOR_010201,CC(C)C1=N[C@](C)(C(C)C)N=C1,166.268,2.54
ANCHOR_010202,CC(C)C1C(=O)NCNC1=O,156.185,-0.5379
ANCHOR_010203,CC(C)C1CC(=O)C1,112.172,1.6215
ANCHOR_010204,CC(C)C1CCC(O)CC1,142.242,2.1935
ANCHOR_010205,CC(C)C1CCC(n2nccc2N)CC1,207.321,2.8526
ANCHOR_010206,CC(C)C1CCC2(CCNC2)CC1,181.323,2.8123
ANCHOR_010207,CC(C)C=[N+]1CC[N+](=CC(C)C)CC1,196.338,1.4786
ANCHOR_010208,CC(C)CC#N,83.134,1.5561
ANCHOR_010209,CC(C)CC(=O)C(C)(C)N,143.23,1.3389
ANCHOR_010210,CC(C)CC(=O)C(C)C,128.215,2.2576
ANCHOR_010211,CC(C)CC(=O)N(C)C1CCNCC1,198.31,1.2429
ANCHOR_010212,CC(C)CC(=O)N(C)C1C[C@H]2CC[C@@H](C1)N2,224.348,1.7739
ANCHOR_010213,CC(C)CC(=O)N(C)[C@@H]1CCCNC1,198.31,1.2429
ANCHOR_010214,CC(C)CC(=O)N(C)c1nc2ccccc2o1,232.283,2.8367
ANCHOR_010215,CC(C)CC(=O)N1CCC(C(=O)O)CC1,213.277,1.3557
ANCHOR_010216,CC(C)CC(=O)N1CCC(O)(CN)CC1,214.309,0.3447
ANCHOR_010217,CC(C)CC(=O)N1CCCNC[C@@H]1C(C)C,226.364,1.879
ANCHOR_010218,CC(C)CC(=O)N1CCCNC[C@H]1C(C)C,226.364,1.879
ANCHOR_010219,CC(C)CC(=O)N1CCC[C@@H](C(=O)O)C1,213.277,1.3557
ANCHOR_010220,CC(C)CC(=O)N1CCC[C@@]2(CCCNC2)C1,238.375,2.0247
ANCHOR_010221,CC(C)CC(=O)N1CCC[C@H](C)C1,183.295,2.291
ANCHOR_010222,CC(C)CC(=O)N1CCC[C@H](CO)C1,199.294,1.2634
ANCHOR_010223,CC(C)CC(=O)N1CCC[C@H](c2cnccn2)C1,247.342,2.2287
ANCHOR_010224,CC(C)CC(=O)N1CCC[C@H]1c1cc[nH]n1,221.304,2.1193
ANCHOR_010225,CC(C)CC(=O)N1CCC[C@H]1c1ccco1,221.3,2.9892
ANCHOR_010226,CC(C)CC(=O)N1CCC[C@H]1c1cnccn1,233.315,2.1862
ANCHOR_010227,CC(C)CC(=O)N1CCCc2cc(N)ccc21,232.327,2.5941
ANCHOR_010228,CC(C)CC(=O)N1CCNCC1,170.256,0.4643
ANCHOR_010229,CC(C)CC(=O)N1CCNC[C@H]1C,184.283,0.8528
ANCHOR_010230,CC(C)CC(=O)N1CCNCc2ccccc21,232.327,2.1689
ANCHOR_010231,CC(C)CC(=O)N1CCN[C@@H](C)[C@@H]1C,198.31,1.2413
ANCHOR_010232,CC(C)CC(=O)N1CCN[C@@H](C)[C@H]1C,198.31,1.2413
ANCHOR_010233,CC(C)CC(=O)N1CCN[C@H](C)C1,184.283,0.8528
ANCHOR_010234,CC(C)CC(=O)N1CCN[C@H](C)[C@H]1C,198.31,1.2413
ANCHOR_010235,CC(C)CC(=O)N1CCOC[C@H]1C1CC1,211.305,1.6699
ANCHOR_010236,CC(C)CC(=O)N1CCO[C@@H](C(=O)O)C1,215.249,0.3445
ANCHOR_010237,CC(C)CC(=O)N1CCO[C@@H](c2ccccc2)C1,247.338,2.6326
ANCHOR_010238,CC(C)CC(=O)N1CCO[C@@H]2CCCC[C@H]21,225.332,2.2025
ANCHOR_010239,CC(C)CC(=O)N1CCOc2c(N)cccc21,234.299,2.0403
ANCHOR_010240,CC(C)CC(=O)N1CC[C@H]2CNC[C@@H]21,196.294,0.8528
ANCHOR_010241,CC(C)CC(=O)N1CCc2cc(C(=O)O)ccc21,247.294,2.32
ANCHOR_010242,CC(C)CC(=O)N1CCc2nc[nH]c2C1,207.277,1.3405
ANCHOR_010243,CC(C)CC(=O)N1CCn2cccc2[C@H]1C,220.316,2.4374
