anchor_id,smiles,mw,clogp
ANCHOR_042029,CO[C@H]1CCc2c(cnn2CC(F)(F)F)C1,234.221,1.9491
ANCHOR_042030,CO[C@H]1CCc2c(nc(C)n2C)C1,180.251,1.2322
ANCHOR_042031,CO[C@H]1CCc2ccc(C(C)(C)C)cc2[C@H]1N,233.355,2.9451
ANCHOR_042032,CO[C@H]1CCc2nc(C(C)(C)C)[nH]c2C1,208.305,2.2109
ANCHOR_042033,CO[C@H]1CCc2nc(C(C)C)[nH]c2C1,194.278,2.0368
ANCHOR_042034,CO[C@H]1CCc2nc(C3CCCCC3)[nH]c2C1,234.343,2.9611
ANCHOR_042035,CO[C@H]1CCc2nc[nH]c2C1,152.197,0.9134
ANCHOR_042036,CO[C@H]1CN(C(=O)N(C)C)[C@@H]2CCCO[C@H]12,228.292,0.5462
ANCHOR_042037,CO[C@H]1CN(C)C[C@@H]1N,130.191,-0.7259
ANCHOR_042038,CO[C@H]1CNC(=O)C1,115.132,-0.4787
ANCHOR_042039,CO[C@H]1CNC[C@@H]1NC(=O)C1CCCC1,212.293,0.2796
ANCHOR_042040,CO[C@H]1CNC[C@@H]1NC(=O)NC(C)(C)C,215.297,0.0709
ANCHOR_042041,CO[C@H]1CNC[C@@H]1NC(=O)NC(C)C,201.27,-0.3192
ANCHOR_042042,CO[C@H]1CNC[C@H]1N1CCCNC1=O,199.254,-0.6115
ANCHOR_042043,CO[C@H]1CNC[C@H]1N1CCNC1=O,185.227,-1.0016
ANCHOR_042044,CO[C@H]1CNC[C@H]1NC(=O)C1CCC1,198.266,-0.1105
ANCHOR_042045,CO[C@H]1CNC[C@H]1NC(=O)C=C(C)C,198.266,0.0556
ANCHOR_042046,CO[C@H]1CNC[C@H]1NC(=O)NC1CC1,199.254,-0.5652
ANCHOR_042047,CO[C@H]1CNC[C@H]1NC(=O)c1ccc[nH]1,209.249,-0.2687
ANCHOR_042048,CO[C@H]1CNC[C@H]1OC,131.175,-0.3804
ANCHOR_042049,CO[C@H]1CN[C@@H](C(=O)N(C)C)C1,172.228,-0.5485
ANCHOR_042050,CO[C@H]1CN[C@@H](C(=O)N2CCC(C)CC2)C1,226.32,0.6218
ANCHOR_042051,CO[C@H]1CN[C@@H](C(=O)NC(C)C)C1,186.255,-0.1121
ANCHOR_042052,CO[C@H]1CN[C@@H](c2nc(C(C)C)c[nH]2)C1,209.293,1.5825
ANCHOR_042053,CO[C@H]1CN[C@@H](c2nc(C)c[nH]2)C1,181.239,0.7675
ANCHOR_042054,CO[C@H]1CN[C@H](C(=O)N(C)C(C)C)C1,200.282,0.2301
ANCHOR_042055,CO[C@H]1CN[C@H](C(=O)N2CCCC2)C1,198.266,-0.0143
ANCHOR_042056,CO[C@H]1CN[C@H](C(=O)N2CCCCCC2)C1,226.32,0.7659
ANCHOR_042057,CO[C@H]1CN[C@H](C(=O)NC2CCC2)C1,198.266,0.032
ANCHOR_042058,CO[C@H]1CN[C@H](CN2CCCCCC2)C1,212.337,1.2393
ANCHOR_042059,CO[C@H]1COC(c2ccccc2)=N1,177.203,1.4359
ANCHOR_042060,CO[C@H]1COCCO1,118.132,0.0057
ANCHOR_042061,CO[C@H]1COCC[C@@H]1CC(=O)O,174.196,0.5126
ANCHOR_042062,CO[C@H]1COCC[C@@H]1O,132.159,-0.2174
ANCHOR_042063,CO[C@H]1CO[C@@]2(CCCN(C(=O)N(C)C)C2)C1,242.319,0.9379
ANCHOR_042064,CO[C@H]1COc2ccccc2[C@H]1N,179.219,1.0938
ANCHOR_042065,CO[C@H]1C[C@@H](C(=O)O)N(C(=O)CC(C)(C)C)C1,243.303,1.1231
ANCHOR_042066,CO[C@H]1C[C@@H](C(=O)O)N(C(=O)NC(C)C)C1,230.264,0.2783
ANCHOR_042067,CO[C@H]1C[C@@H](C(C)C)[C@@H](OC)O1,174.24,1.6239
ANCHOR_042068,CO[C@H]1C[C@@H](C)C=CO1,128.171,1.529
ANCHOR_042069,CO[C@H]1C[C@@H]1C(=O)O,116.116,0.1059
ANCHOR_042070,CO[C@H]1C[C@@]2(CCNC2)Oc2ccc(C)cc21,233.311,2.1971
ANCHOR_042071,CO[C@H]1C[C@H](C(C)C)[C@@H](OC)O1,174.24,1.6239
ANCHOR_042072,CO[C@H]1C[C@H](C)CCN1C(C)=O,171.24,1.2373
ANCHOR_042073,CO[C@H]1C[C@H](C)Nc2c(C)cccc21,191.274,2.8866
ANCHOR_042074,CO[C@H]1C[C@H](CN(C)C)CC=C1C,183.295,1.9193
ANCHOR_042075,CO[C@H]1C[C@H]2CC(=O)CC(=O)N2C1,183.207,-0.0348
ANCHOR_042076,CO[C@H]1Cc2[nH]c(C(C)(C)C)nc2C[C@H]1OC,238.331,1.8358
ANCHOR_042077,CO[C@H]1Cc2c[nH]nc2C[C@H]1OC,182.223,0.5383
ANCHOR_042078,CO[C@H]1Cc2ccc(N3CCCC3)cc2[C@@H]1N,232.327,1.8577
ANCHOR_042079,CO[C@H]1Cc2ccc(N3CCCC3)cc2[C@H]1N,232.327,1.8577
ANCHOR_042080,CO[C@H]1Cc2cccc(O)c2C[C@@H]1OC,208.257,1.5208
ANCHOR_042081,CO[C@H]1Cc2cccc(O)c2C[C@H]1OC,208.257,1.5208
ANCHOR_042082,CO[C@H]1Cc2ccccc2O1,150.177,1.594
ANCHOR_042083,CO[C@H]1Cc2ccccc2[C@H]1O,164.204,1.2911
ANCHOR_042084,CO[C@H]1Cc2cn[nH]c2C[C@H]1OC,182.223,0.5383
ANCHOR_042085,CO[C@H]1Cc2nc(C(C)C)[nH]c2C[C@@H]1OC,224.304,1.6617
ANCHOR_042086,CO[C@H]1NC(=O)N=C(N)[C@@H]1F,161.136,-0.6226
ANCHOR_042087,CO[C@H]1NCCN[C@@H]1CC(C)C,172.272,0.5664
ANCHOR_042088,CO[C@H]1Nc2ccccc2/C1=C\N(C)C,204.273,1.9871
ANCHOR_042089,CO[C@H]1OC[C@H](C(C)=O)[C@@H]1C,158.197,0.8304
ANCHOR_042090,CO[C@H]1O[C@H](OC)[C@H]2CCC3CC[C@@H]1C32,212.289,2.014
ANCHOR_042091,CO[C@H]1[C@@H](C(=O)O)C12CCC2,156.181,0.8861
ANCHOR_042092,CO[C@H]1[C@@H](C(=O)O)[C@@H]1c1c[nH]c2ccccc12,231.251,1.9809
ANCHOR_042093,CO[C@H]1[C@@H](C(=O)O)[C@@H]1c1ccc(C)cc1,206.241,1.808
ANCHOR_042094,CO[C@H]1[C@@H](C(=O)O)[C@@H]1c1ccc(C)o1,196.202,1.401
ANCHOR_042095,CO[C@H]1[C@@H](C(=O)O)[C@@H]1c1ccc2c(c1)OCC2,234.251,1.4345
ANCHOR_042096,CO[C@H]1[C@@H](C(=O)O)[C@@H]1c1ccco1,182.175,1.0926
ANCHOR_042097,CO[C@H]1[C@@H](C(=O)O)[C@H]1C1CC1,156.181,0.742
ANCHOR_042098,CO[C@H]1[C@@H](C(=O)O)[C@H]1C1CCCCC1,198.262,1.9123
ANCHOR_042099,CO[C@H]1[C@@H](C(=O)O)[C@H]1c1c[nH]c2ccccc12,231.251,1.9809
ANCHOR_042100,CO[C@H]1[C@@H](C(=O)O)[C@H]1c1cc(F)ccc1Cl,244.649,2.2921
ANCHOR_042101,CO[C@H]1[C@@H](C(=O)O)[C@H]1c1ccc(Cl)cc1,226.659,2.153
ANCHOR_042102,CO[C@H]1[C@@H](C(=O)O)[C@H]1c1ccc(F)c(C)c1,224.231,1.9471
ANCHOR_042103,CO[C@H]1[C@@H](C(=O)O)[C@H]1c1cccc(O)c1,208.213,1.2052
ANCHOR_042104,CO[C@H]1[C@@H](C(=O)O)[C@H]1c1ccccc1,192.214,1.4996
ANCHOR_042105,CO[C@H]1[C@@H](C(=O)O)[C@H]1c1ccccc1F,210.204,1.6387
ANCHOR_042106,CO[C@H]1[C@@H](CN)[C@@H]1C1CCCCC1,183.295,1.7864
ANCHOR_042107,CO[C@H]1[C@@H](CN)[C@@H]1c1ccc(C)o1,181.235,1.2751
ANCHOR_042108,CO[C@H]1[C@@H](CN)[C@@H]1c1ccc(F)cc1F,213.227,1.6519
ANCHOR_042109,CO[C@H]1[C@@H](CN)[C@@H]1c1ccccn1,178.235,0.7687
ANCHOR_042110,CO[C@H]1[C@@H](CN)[C@@H]1c1cccs1,183.276,1.4352
ANCHOR_042111,CO[C@H]1[C@@H](CN)[C@H]1c1ccc(C)cc1C,205.301,1.9905
ANCHOR_042112,CO[C@H]1[C@@H]2CC[C@@H](C2)[C@@H]1N,141.214,0.7586
ANCHOR_042113,CO[C@H]1[C@@H]2C[C@@](C)(C(C)=O)C(=O)[C@@H]2C[C@@H]1C,224.3,1.8417
ANCHOR_042114,CO[C@H]1[C@H](C(=O)O)C12CC2,142.154,0.496
ANCHOR_042115,CO[C@H]1[C@H](C(=O)O)[C@@H]1c1ccc(C)cc1C,220.268,2.1164
ANCHOR_042116,CO[C@H]1[C@H](C(=O)O)[C@@H]1c1ccc(C)o1,196.202,1.401
ANCHOR_042117,CO[C@H]1[C@H](C(=O)O)[C@H]1c1ccc(C)cc1C,220.268,2.1164
ANCHOR_042118,CO[C@H]1[C@H](C(=O)O)[C@H]1c1ccc2c(ccn2C)c1,245.278,1.9913
ANCHOR_042119,CO[C@H]1[C@H](C(=O)O)[C@H]1c1ccccc1C,206.241,1.808
ANCHOR_042120,CO[C@H]1[C@H](C)C(=O)C12CCC2,154.209,1.3905
ANCHOR_042121,CO[C@H]1[C@H](CN)[C@@H]1C1CCCCC1,183.295,1.7864
ANCHOR_042122,CO[C@H]1[C@H](CN)[C@@H]1c1cc(F)ccc1F,213.227,1.6519
ANCHOR_042123,CO[C@H]1[C@H](CN)[C@@H]1c1ccc(C)cc1,191.274,1.6821
ANCHOR_042124,CO[C@H]1[C@H](CN)[C@@H]1c1ccc(F)c(C)c1,209.264,1.8212
ANCHOR_042125,CO[C@H]1[C@H](CN)[C@@H]1c1cccc(Cl)c1,211.692,2.0271
ANCHOR_042126,CO[C@H]1[C@H](CN)[C@@H]1c1cccc(F)c1,195.237,1.5128
ANCHOR_042127,CO[C@H]1[C@H](CN)[C@@H]1c1ccccc1,177.247,1.3737
ANCHOR_042128,CO[C@H]1[C@H](CN)[C@H]1CC(C)(C)C,171.284,1.6423
ANCHOR_042129,CO[C@H]1[C@H]2CCC[C@@H]2N[C@@H]1C(=O)O,185.223,0.2265
ANCHOR_042130,CO[C@H]1[C@H]2CC[C@@H]1N(c1cccc(F)c1)C2,221.275,2.4393
ANCHOR_042131,CO[C@](C(=O)O)(c1ccccc1)C(F)(F)F,234.173,2.1752
ANCHOR_042132,CO[C@](C)(C(=O)O)c1ccccn1,181.191,1.0278
ANCHOR_042133,CO[C@](C)(CN)c1c(C)[nH]c2ccccc12,218.3,2.2966
ANCHOR_042134,CO[C@](C)(CN)c1c(C)n(C)c2ccccc12,232.327,2.307
ANCHOR_042135,CO[C@](C)(CN)c1cc(Cl)ccc1F,217.671,2.2994
ANCHOR_042136,CO[C@](C)(CN)c1ccc(Cl)cc1,199.681,2.1603
ANCHOR_042137,CO[C@](C)(CN)c1ccc(F)cc1,183.226,1.646
ANCHOR_042138,CO[C@](C)(CN)c1cccc(Cl)c1,199.681,2.1603
ANCHOR_042139,CO[C@](C)(CN)c1ccccc1C,179.263,1.8153
ANCHOR_042140,CO[C@](C)(c1ccccc1)C(C)(C)O,194.274,2.3191
ANCHOR_042141,CO[C@]1(C(=O)O)C=C(C)C=C(c2ccccc2)C1,244.29,2.8898
ANCHOR_042142,CO[C@]1(C(=O)O)CCCC[C@@H]1C,172.224,1.6663
ANCHOR_042143,CO[C@]1(C(=O)O)CCCC[C@H]1C(C)(C)C,214.305,2.6925
ANCHOR_042144,CO[C@]1(C(=O)O)CCCc2ccccc21,206.241,1.9492
ANCHOR_042145,CO[C@]1(C(C)C)CC=CCC1,154.253,2.7677
ANCHOR_042146,CO[C@]1(C)C(=O)N(C)CC(=O)N1C,186.211,-0.7206
ANCHOR_042147,CO[C@]1(C)CC(=O)C1(C)C,142.198,1.3905
ANCHOR_042148,CO[C@]1(C)C[C@@H](N)C1(C)C,143.23,1.1487
ANCHOR_042149,CO[C@]1(C)C[C@@H](N[C@@H]2CCN(C)C2=O)C1(C)C,240.347,1.0103
ANCHOR_042150,CO[C@]1(CC(=O)O)C=Cc2ccccc21,204.225,2.0298
ANCHOR_042151,CO[C@]1(CN)CCC[C@H](C)C1,157.257,1.5404
ANCHOR_042152,CO[C@]1(CN)CCSc2ccccc21,209.314,1.9828
ANCHOR_042153,CO[C@]1(Cl)C=CC=C[C@@H]1CO,174.627,1.3024
ANCHOR_042154,CO[C@]1(N)C=C[C@@H](O)/C(=C\c2ccccc2)C1,231.295,1.6922
ANCHOR_042155,CO[C@]1(O)CC=C(C)C=C1c1ccccc1,216.28,2.755
ANCHOR_042156,CO[C@]1(c2ccccc2)OC(=O)c2ccccc21,240.258,2.7045
ANCHOR_042157,CO[C@]12C=C[C@H](CC1)C[C@H]2C(C)=O,180.247,1.9467
ANCHOR_042158,COc1[nH]c(=O)[nH]c(=O)c1F,160.104,-0.7891
ANCHOR_042159,COc1[nH]c(=O)c(C#N)cc1-c1ccccc1,226.235,1.9222
ANCHOR_042160,COc1c(-c2ccc(C)cc2)c(=O)c1=O,202.209,1.2666
ANCHOR_042161,COc1c(Br)cc(C)cc1C(N)=O,244.088,1.865
ANCHOR_042162,COc1c(Br)cc(C)cc1CCN,244.132,2.2673
ANCHOR_042163,COc1c(Br)ccc(Cl)c1N,236.496,2.6933
ANCHOR_042164,COc1c(Br)ccc2c1C(=O)C2,227.057,2.1965
ANCHOR_042165,COc1c(Br)cccc1C(C)(C)N,244.132,2.6515
ANCHOR_042166,COc1c(Br)cccc1CC(=O)O,245.072,2.0848
ANCHOR_042167,COc1c(Br)cccc1[C@@H](O)CN,246.104,1.4498
ANCHOR_042168,COc1c(Br)cnc(CO)c1C,232.077,1.6534
ANCHOR_042169,COc1c(C#N)cc([C@H]2CCCN2)c2c1CCC2,242.322,2.4801
ANCHOR_042170,COc1c(C#N)cnc2c(C)cc(F)cc12,216.215,2.5626
ANCHOR_042171,COc1c(C#N)cnc2ccccc12,184.198,2.1151
ANCHOR_042172,COc1c(C(=O)CN)cc2cc[nH]c2c1Cl,238.674,1.9713
ANCHOR_042173,COc1c(C(=O)O)c(C)cc2ccccc12,216.236,2.855
ANCHOR_042174,COc1c(C(=O)O)cc(Cl)c2ncccc12,237.642,2.595
ANCHOR_042175,COc1c(C(=O)O)ccc(C)c1Br,245.072,2.4643
ANCHOR_042176,COc1c(C(=O)O)ccc2ccccc12,202.209,2.5466
ANCHOR_042177,COc1c(C(=O)O)cccc1-c1ccco1,218.208,2.6534
ANCHOR_042178,COc1c(C(=O)O)cccc1C(F)(F)F,220.146,2.4122
ANCHOR_042179,COc1c(C(=O)O)ccnc1C,167.164,1.0968
ANCHOR_042180,COc1c(C(=O)O)cnc2cc(Cl)ccc12,237.642,2.595
ANCHOR_042181,COc1c(C(=O)[C@@H](C)N)cc(C)cc1C(C)(C)C,249.354,2.831
ANCHOR_042182,COc1c(C(=O)[C@H](C)N)cc(C)cc1C(C)(C)C,249.354,2.831
ANCHOR_042183,COc1c(C(C)=O)ccc(C)c1Br,243.1,2.9687
ANCHOR_042184,COc1c(C(C)C)ccc(C)c1C#N,189.258,2.9987
ANCHOR_042185,COc1c(C(C)C)ccc(C)c1C(=O)O,208.257,2.8252
ANCHOR_042186,COc1c(C(C)C)ccc(C)c1N,179.263,2.7092
ANCHOR_042187,COc1c(C(N)=O)cc(Cl)cc1C(C)C,227.691,2.5709
ANCHOR_042188,COc1c(C(N)=O)cc2ccccc2c1Cl,235.67,2.6007
ANCHOR_042189,COc1c(C)c(Br)cc(C)c1C#N,240.1,2.9462
ANCHOR_042190,COc1c(C)c(C(=O)O)cc2c1ccn2C,219.24,2.1935
ANCHOR_042191,COc1c(C)c(Cl)cc(C)c1C(=O)[C@@H](C)N,241.718,2.4953
ANCHOR_042192,COc1c(C)c(Cl)cc(C)c1[C@@H](O)CN,229.707,1.9575
ANCHOR_042193,COc1c(C)c(Cl)cc(C)c1[C@H](O)CN,229.707,1.9575
ANCHOR_042194,COc1c(C)c(Cl)nc(CN)c1C,200.669,1.8191
ANCHOR_042195,COc1c(C)cc(-c2cc(CN)n[nH]2)c(C)c1C,245.326,2.4693
ANCHOR_042196,COc1c(C)cc(-c2nc(N)[nH]c2C)c(C)c1C,245.326,2.9012
ANCHOR_042197,COc1c(C)cc(-c2nc[nH]c2CN)c(C)c1C,245.326,2.4693
ANCHOR_042198,COc1c(C)cc(/C(C)=C/CN)c(C)c1C,219.328,2.9825
ANCHOR_042199,COc1c(C)cc(C(=O)CC#N)cc1C,203.241,2.4084
ANCHOR_042200,COc1c(C)cc(C(=O)CN)cc1C,193.246,1.4534
ANCHOR_042201,COc1c(C)cc(C(=O)[C@H]2CCCN2)c(C)c1C,247.338,2.5552
ANCHOR_042202,COc1c(C)cc(C(C)=O)c(C)c1C,192.258,2.8231
ANCHOR_042203,COc1c(C)cc(C(C)=O)cc1O,180.203,1.9118
ANCHOR_042204,COc1c(C)cc(C)c(CN2CCNCC2)c1C,248.37,2.0257
ANCHOR_042205,COc1c(C)cc(C)cc1-c1[nH]cnc1CN,231.299,2.1608
ANCHOR_042206,COc1c(C)cc(C)cc1-c1c[nH]c(N)n1,217.272,2.2843
ANCHOR_042207,COc1c(C)cc(C)cc1-c1cc(C#N)[nH]n1,227.267,2.5738
ANCHOR_042208,COc1c(C)cc(C)cc1-c1cc(CN)[nH]n1,231.299,2.1608
ANCHOR_042209,COc1c(C)cc(C)cc1-c1cc(O)n[nH]1,218.256,2.4077
ANCHOR_042210,COc1c(C)cc(C)cc1C#N,161.204,2.1837
ANCHOR_042211,COc1c(C)cc(C)cc1C(=N)N,178.235,1.5961
ANCHOR_042212,COc1c(C)cc(C)cc1C(=O)CN,193.246,1.4534
ANCHOR_042213,COc1c(C)cc(C)cc1C(C)(C)CO,208.301,2.5819
ANCHOR_042214,COc1c(C)cc(C)cc1C1(CN)CCC1,219.328,2.6924
ANCHOR_042215,COc1c(C)cc(C)cc1CCO,180.247,1.8468
ANCHOR_042216,COc1c(C)cc(C)cc1C[C@@H]1CCNC1,219.328,2.464
ANCHOR_042217,COc1c(C)cc(C)cc1C[C@H]1CCNC1,219.328,2.464
ANCHOR_042218,COc1c(C)cc(C)cc1Cc1c(N)[nH][nH]c1=O,247.298,1.5014
ANCHOR_042219,COc1c(C)cc(C)cc1N1CCCNCC1,234.343,2.1117
ANCHOR_042220,COc1c(C)cc(C)cc1NC(=O)C(C)(C)N,236.315,1.9878
ANCHOR_042221,COc1c(C)cc(C)cc1NC(=O)CN,208.261,1.2092
ANCHOR_042222,COc1c(C)cc(C)cc1[C@@H](N)C(F)(F)F,233.233,2.8741
ANCHOR_042223,COc1c(C)cc(C)cc1[C@@H](O)CN,195.262,1.3041
ANCHOR_042224,COc1c(C)cc(C)cc1[C@@H](O)[C@H](C)N,209.289,1.6926
ANCHOR_042225,COc1c(C)cc(C)cc1[C@@H]1CCCNC1,219.328,2.779
ANCHOR_042226,COc1c(C)cc(C)cc1[C@@H]1CNCCN1,220.316,1.5459
ANCHOR_042227,COc1c(C)cc(C)cc1[C@@H]1CNCCN1C,234.343,1.8881
ANCHOR_042228,COc1c(C)cc(C)cc1[C@@H]1CNCCO1,221.3,1.9729
ANCHOR_042229,COc1c(C)cc(C)cc1[C@@H]1CNCO1,207.273,1.9304
ANCHOR_042230,COc1c(C)cc(C)cc1[C@@H]1COC[C@H](C)N1,235.327,2.3614
ANCHOR_042231,COc1c(C)cc(C)cc1[C@@H]1C[C@@H]1C(=O)O,220.268,2.5001
ANCHOR_042232,COc1c(C)cc(C)cc1[C@@H]1NCCNC1=O,234.299,1.0725
ANCHOR_042233,COc1c(C)cc(C)cc1[C@H](N)C(F)(F)F,233.233,2.8741
ANCHOR_042234,COc1c(C)cc(C)cc1[C@H](O)C(N)=O,209.245,0.8307
ANCHOR_042235,COc1c(C)cc(C)cc1[C@H](O)[C@H]1CCCCN1,249.354,2.4875
ANCHOR_042236,COc1c(C)cc(C)cc1[C@H]1CC[C@H](N)C1,219.328,2.9068
ANCHOR_042237,COc1c(C)cc(C)cc1[C@H]1CNCCN1,220.316,1.5459
ANCHOR_042238,COc1c(C)cc(C)cc1[C@H]1CNCCO1,221.3,1.9729
ANCHOR_042239,COc1c(C)cc(C)cc1[C@H]1CNCO1,207.273,1.9304
ANCHOR_042240,COc1c(C)cc(C)cc1[C@H]1CNC[C@@H](C)O1,235.327,2.3614
ANCHOR_042241,COc1c(C)cc(C)cc1[C@H]1COC[C@@H](C)N1,235.327,2.3614
ANCHOR_042242,COc1c(C)cc(C)cc1[C@H]1C[C@@H]1C(=O)O,220.268,2.5001
ANCHOR_042243,COc1c(C)cc(C)cc1[C@H]1NCCN(C)C1=O,248.326,1.4147
ANCHOR_042244,COc1c(C)cc(C2=NCC(N)=C2)cc1C,216.284,1.9573
ANCHOR_042245,COc1c(C)cc(C2=N[C@H](C)C(=N)N2C)cc1C,245.326,2.3698
ANCHOR_042246,COc1c(C)cc(CC#N)c(C)c1C,189.258,2.6865
ANCHOR_042247,COc1c(C)cc(CN)c(C)c1C,179.263,2.0792
ANCHOR_042248,COc1c(C)cc(CN2CCN(C)CC2)cc1C,248.37,2.0594
ANCHOR_042249,COc1c(C)cc(C[C@@H]2CCC[C@H]2N)cc1C,233.355,2.9819
ANCHOR_042250,COc1c(C)cc(Cc2n[nH]cc2N)cc1C,231.299,2.2081
ANCHOR_042251,COc1c(C)cc(Cl)c(C)c1CCO,214.692,2.5002
ANCHOR_042252,COc1c(C)cc(Cl)c(C)c1CN,199.681,2.4241
ANCHOR_042253,COc1c(C)cc(Cl)c(OC)c1C(=O)O,230.647,2.3638
ANCHOR_042254,COc1c(C)cc(Cl)cc1C1CNC1,211.692,2.3438
ANCHOR_042255,COc1c(C)cc(Cl)cc1CC(C)(C)N,227.735,2.9368
ANCHOR_042256,COc1c(C)cc(Cl)cc1CO,186.638,2.1493
ANCHOR_042257,COc1c(C)cc(Cl)cc1C[C@@H]1CCCN1,239.746,2.9515
ANCHOR_042258,COc1c(C)cc(Cl)cc1N1CCNCC1,240.734,2.0666
ANCHOR_042259,COc1c(C)cc(Cl)cc1O,172.611,2.3626
ANCHOR_042260,COc1c(C)cc(Cl)cc1[C@@H](O)C(N)=O,229.663,1.1757
ANCHOR_042261,COc1c(C)cc(Cl)cc1[C@@H]1CNCCN1,240.734,1.8909
ANCHOR_042262,COc1c(C)cc(Cl)cc1[C@H](C)N,199.681,2.6767
ANCHOR_042263,COc1c(C)cc(Cl)cc1[C@H]1C[C@@H]1N,211.692,2.4716
ANCHOR_042264,COc1c(C)cc(F)cc1[C@@H](N)CN,198.241,1.1012
ANCHOR_042265,COc1c(C)cc(F)cc1[C@H](N)CN,198.241,1.1012
ANCHOR_042266,COc1c(C)cc(N)c(C(=O)O)c1C,195.218,1.5924
ANCHOR_042267,COc1c(C)cc(N)c2c1c(C1CC1)cn2C,230.311,2.9549
ANCHOR_042268,COc1c(C)cc(N)c2nc(C)ccc12,202.257,2.4424
ANCHOR_042269,COc1c(C)cc(N)cc1C(F)(F)F,205.179,2.6046
ANCHOR_042270,COc1c(C)cc(N2C[C@@H](N)CC2=O)c(C)c1C,248.326,1.6845
ANCHOR_042271,COc1c(C)cc(NC(=O)CN)c(C)c1C,222.288,1.5177
ANCHOR_042272,COc1c(C)cc(NC(C)=O)c(C)c1C,207.273,2.5789
ANCHOR_042273,COc1c(C)cc([C@@H](C)N)cc1C,179.263,2.3317
ANCHOR_042274,COc1c(C)cc([C@@H](N)C(F)(F)F)cc1C,233.233,2.8741
ANCHOR_042275,COc1c(C)cc([C@@H](O)[C@H]2CCCN2)c(C)c1C,249.354,2.4059
ANCHOR_042276,COc1c(C)cc([C@@H]2CC(=O)NCC2=O)cc1C,247.294,1.4846
ANCHOR_042277,COc1c(C)cc([C@@H]2CCCN2)cc1C,205.301,2.7365
ANCHOR_042278,COc1c(C)cc([C@@H]2CCOCCN2)cc1C,235.327,2.363
ANCHOR_042279,COc1c(C)cc([C@@H]2CNC[C@@H](C)O2)c(C)c1C,249.354,2.6699
ANCHOR_042280,COc1c(C)cc([C@@H]2CNC[C@H](C)O2)c(C)c1C,249.354,2.6699
ANCHOR_042281,COc1c(C)cc([C@@H]2CN[C@@H](C)CO2)c(C)c1C,249.354,2.6699
ANCHOR_042282,COc1c(C)cc([C@@H]2COCCCN2)cc1C,235.327,2.363
ANCHOR_042283,COc1c(C)cc([C@@H]2NC(=O)CC[C@H]2N)cc1C,248.326,1.5904
ANCHOR_042284,COc1c(C)cc([C@@H]2NCC[C@H]2O)cc1C,221.3,1.7073
ANCHOR_042285,COc1c(C)cc([C@@H]2NC[C@H]3C[C@H]32)cc1C,217.312,2.5924
ANCHOR_042286,COc1c(C)cc([C@@](C)(N)CO)c(C)c1C,223.316,1.7867
ANCHOR_042287,COc1c(C)cc([C@@]2(C)COCCN2)cc1C,235.327,2.147
ANCHOR_042288,COc1c(C)cc([C@H](N)CO)cc1C,195.262,1.3041
ANCHOR_042289,COc1c(C)cc([C@H](N)[C@@H]2CCCN2)c(C)c1C,248.37,2.3723
ANCHOR_042290,COc1c(C)cc([C@H](O)C(N)=O)c(C)c1C,223.272,1.1392
ANCHOR_042291,COc1c(C)cc([C@H](O)[C@@H](C)N)c(C)c1C,223.316,2.0011
ANCHOR_042292,COc1c(C)cc([C@H](O)[C@@H](C)N)cc1C,209.289,1.6926
ANCHOR_042293,COc1c(C)cc([C@H]2CC(=O)NC[C@H]2N)cc1C,248.326,1.2428
ANCHOR_042294,COc1c(C)cc([C@H]2CCCN2)cc1C,205.301,2.7365
ANCHOR_042295,COc1c(C)cc([C@H]2CNCCO2)c(C)c1C,235.327,2.2814
ANCHOR_042296,COc1c(C)cc([C@H]2COC[C@H](C)N2)c(C)c1C,249.354,2.6699
ANCHOR_042297,COc1c(C)cc([C@H]2NC(=O)C[C@H]2N)cc1C,234.299,1.2003
ANCHOR_042298,COc1c(C)cc([C@H]2NC[C@H]3C[C@H]32)cc1C,217.312,2.5924
ANCHOR_042299,COc1c(C)cc([C@]2(C(=O)O)C[C@H]2C)cc1C,234.295,2.6742
ANCHOR_042300,COc1c(C)cc([C@]2(C)CO[C@@H](C)CN2)cc1C,249.354,2.5355
ANCHOR_042301,COc1c(C)cc([C@]2(CN)CC2(C)C)cc1C,233.355,2.9384
ANCHOR_042302,COc1c(C)cc2c(c1C)[C@@H](CN)N(C)CC2,234.343,1.7997
ANCHOR_042303,COc1c(C)ccc(C)c1C#N,161.204,2.1837
ANCHOR_042304,COc1c(C)ccc(C)c1C1(C(=O)O)CC1,220.268,2.4282
ANCHOR_042305,COc1c(C)ccc(C)c1C1(C(=O)O)CCC1,234.295,2.8183
ANCHOR_042306,COc1c(C)ccc(C)c1CCN,179.263,1.8132
ANCHOR_042307,COc1c(C)ccc(C)c1C[C@@H]1CCCN1,219.328,2.6065
ANCHOR_042308,COc1c(C)ccc(C)c1C[C@H](C)N,193.29,2.2017
ANCHOR_042309,COc1c(C)ccc(C)c1[C@@H](O)CN,195.262,1.3041
ANCHOR_042310,COc1c(C)ccc(C)c1[C@@H](O)[C@H](C)N,209.289,1.6926
ANCHOR_042311,COc1c(C)ccc(C)c1[C@@H]1CCCN1,205.301,2.7365
ANCHOR_042312,COc1c(C)ccc(C)c1[C@@H]1COCCCN1,235.327,2.363
ANCHOR_042313,COc1c(C)ccc(C)c1[C@H](N)C(=O)O,209.245,1.3964
ANCHOR_042314,COc1c(C)ccc(C)c1[C@H](O)CN,195.262,1.3041
